"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","HCPL","HDIF","HEFF","HNDB","HPL","HPV","HTRP","HVOL","MI","MIMS","MISEI","MISM","McCC","NL","NLE","NII","NOI","CD","CLOC","DLOC","TCD","TCLOC","LLOC","LOC","NOS","NUMPAR","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Bad Practice Rules","Best Practice Rules","Clone Metric Rules","Code Style Rules","Complexity Metric Rules","Correctness Rules","Coupling Metric Rules","Design Rules","Design Pattern","Documentation Metric Rules","Documentation Rules","Dodgy Code Rules","Error Prone Rules","Experimental Rules","Internationalization Rules","Multithreaded Correctness Rules","Multithreading Rules","Optimization Rules","Performance Rules","Runtime Rules","Security Code Guideline Rules","Security Rules","Size Metric Rules","Vulnerability Rules"
"L130","ActiveTestSuite()","junit.extensions.ActiveTestSuite.<init>()V","L121","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\ActiveTestSuite.java","17","5","18","6","0","0","0","0","0","0","0","0","4.75489","1.5","12","5.24148","4","4","0.666667","8","148.728","86.9754","138.97","81.269","1","0","0","1","1","0","0","0","0","0","2","2","0","0","2","2","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L133","ActiveTestSuite(Class<? extends TestCase> theClass)","junit.extensions.ActiveTestSuite.<init>(Ljava/lang/Class;)V","L121","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\ActiveTestSuite.java","20","5","22","6","0","0","0","0","0","0","0","0","21.6515","5.25","166.421","30.2556","10","9","9.24562","31.6992","135","78.9472","119.164","69.6868","1","0","0","0","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L146","ActiveTestSuite(String name)","junit.extensions.ActiveTestSuite.<init>(Ljava/lang/String;)V","L121","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\ActiveTestSuite.java","24","5","26","6","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","0","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L153","ActiveTestSuite(Class<? extends TestCase> theClass, String name)","junit.extensions.ActiveTestSuite.<init>(Ljava/lang/Class;Ljava/lang/String;)V","L121","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\ActiveTestSuite.java","28","5","30","6","0","0","0","0","0","0","0","0","28.7549","6.66667","299.817","44.7959","13","11","16.6565","44.9726","133.181","77.8836","116.541","68.1524","1","0","0","0","1","0","0","0","0","0","3","3","1","2","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L158","void run(TestResult result)","junit.extensions.ActiveTestSuite.run(Ljunit/framework/TestResult;)V","L121","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\ActiveTestSuite.java","32","5","37","6","0","0","0","0","0","0","0","0","46.0537","6.875","510.338","63.8614","19","15","28.3521","74.2309","119.346","69.7931","96.5811","56.4802","1","0","0","0","2","0","0","0","0","0","6","6","3","1","6","6","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L174","void runTest(Test test, TestResult result)","junit.extensions.ActiveTestSuite.runTest(Ljunit/framework/Test;Ljunit/framework/TestResult;)V","L121","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\ActiveTestSuite.java","39","5","54","6","0","0","0","0","0","0","0","0","61.303","8.75","839.197","88.9698","23","18","46.6221","95.9083","118.014","69.014","94.659","55.3561","1","0","0","0","0","0","0","0","0.125","2","6","6","2","2","14","16","5","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L172","void waitUntilFinished()","junit.extensions.ActiveTestSuite.waitUntilFinished()V","L121","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\ActiveTestSuite.java","56","5","64","6","0","0","0","0","0","0","0","0","52.8606","6.5","468","60.2787","18","16","26","72","112.476","65.7756","110.4","64.5616","3","2","2","1","1","0.1","1","0","0.1","1","9","9","4","0","9","9","4","0","0","2","0","2","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"L191","void runFinished()","junit.extensions.ActiveTestSuite.runFinished()V","L121","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\ActiveTestSuite.java","66","5","69","6","0","0","0","0","0","0","0","0","21.6515","3.5","110.947","23.0893","10","9","6.16374","31.6992","130.339","76.2218","112.441","65.7549","1","0","0","1","0","0","0","0","0","0","4","4","2","0","4","4","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"L210","RepeatedTest(Test test, int repeat)","junit.extensions.RepeatedTest.<init>(Ljunit/framework/Test;I)V","L204","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\RepeatedTest.java","12","5","18","6","0","0","0","0","0","0","0","0","68.8127","10.5","1134.51","108.777","25","20","63.0281","108.048","114.667","67.0566","89.9321","52.5919","2","1","1","7","1","0","0","0","0","0","7","7","4","2","7","7","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L221","int countTestCases()","junit.extensions.RepeatedTest.countTestCases()I","L204","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\RepeatedTest.java","20","5","23","6","0","0","0","0","0","0","0","0","35.2193","5","215.098","35.8997","12","12","11.9499","43.0196","128.751","75.2932","110.15","64.4152","1","0","0","0","1","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L224","void run(TestResult result)","junit.extensions.RepeatedTest.run(Ljunit/framework/TestResult;)V","L204","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\RepeatedTest.java","25","5","33","6","0","0","0","0","0","0","0","0","86.6683","16.2","2271.73","172.811","31","23","126.207","140.23","109.01","63.7485","81.8726","47.8787","3","2","2","0","2","0","0","0","0","0","9","9","6","1","9","9","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L230","String toString()","junit.extensions.RepeatedTest.toString()Ljava/lang/String;","L204","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\RepeatedTest.java","35","5","38","6","0","0","0","0","0","0","0","0","35.2193","5","215.098","35.8997","12","12","11.9499","43.0196","128.751","75.2932","110.15","64.4152","1","0","0","0","1","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L213","TestDecorator(Test test)","junit.extensions.TestDecorator.<init>(Ljunit/framework/Test;)V","L206","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\TestDecorator.java","16","5","18","6","0","0","0","0","0","0","0","0","16.3645","3.33333","100","21.5443","10","8","5.55556","30","135.286","79.1148","119.578","69.9285","1","0","0","3","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L245","void basicRun(TestResult result)","junit.extensions.TestDecorator.basicRun(Ljunit/framework/TestResult;)V","L206","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\TestDecorator.java","23","5","25","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","162.555","95.0612","1","0","0","2","1","0.5","3","3","0.5","3","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L222","int countTestCases()","junit.extensions.TestDecorator.countTestCases()I","L206","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\TestDecorator.java","27","5","29","6","0","0","0","0","0","0","0","0","21.6515","3.5","99.8526","21.5232","9","9","5.54737","28.5293","135.548","79.2676","119.955","70.149","1","0","0","1","1","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L228","void run(TestResult result)","junit.extensions.TestDecorator.run(Ljunit/framework/TestResult;)V","L206","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\TestDecorator.java","31","5","33","6","0","0","0","0","0","0","0","0","17.5098","4.5","121.5","24.5311","9","8","6.75","27","135.834","79.4352","120.368","70.3908","1","0","0","1","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L231","String toString()","junit.extensions.TestDecorator.toString()Ljava/lang/String;","L206","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\TestDecorator.java","35","5","38","6","0","0","0","0","0","0","0","0","26","4","132.877","26.0396","10","10","7.38206","33.2193","130.096","76.0794","112.089","65.5494","1","0","0","1","0","0","0","0","0","0","4","4","1","0","4","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L254","Test getTest()","junit.extensions.TestDecorator.getTest()Ljunit/framework/Test;","L206","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\TestDecorator.java","40","5","42","6","0","0","0","0","0","0","0","0","10","2","31.0196","9.87242","6","6","1.72331","15.5098","138.717","81.121","124.527","72.8228","1","0","0","1","0","0","0","0","0","0","3","3","1","0","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L257","TestSetup(Test test)","junit.extensions.TestSetup.<init>(Ljunit/framework/Test;)V","L255","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\TestSetup.java","14","5","16","6","0","0","0","0","0","0","0","0","10","3","54.2842","14.3367","7","6","3.01579","18.0947","137.915","80.6522","123.371","72.1466","1","0","0","3","1","0","0","0","0","0","3","3","1","1","3","3","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L259","void run(TestResult result)","junit.extensions.TestSetup.run(Ljunit/framework/TestResult;)V","L255","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\TestSetup.java","18","5","28","6","0","0","0","0","0","0","0","0","58.0579","11.6667","1049.12","103.248","22","17","58.2842","89.9242","118.349","69.2099","95.1423","55.6388","1","0","0","4","1","0","0","0","0","0","6","6","2","1","11","11","5","0","0","7","1","0","0","0","0","0","0","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L276","void setUp()","junit.extensions.TestSetup.setUp()V","L255","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\TestSetup.java","33","5","34","6","0","0","0","0","0","0","0","0","8","2","23.2193","8.1389","5","5","1.28996","11.6096","146.791","85.843","182.778","106.888","1","0","0","1","0","0.6","3","3","0.6","3","2","2","0","0","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L278","void tearDown()","junit.extensions.TestSetup.tearDown()V","L255","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\extensions\TestSetup.java","40","5","41","6","0","0","0","0","0","0","0","0","8","2","23.2193","8.1389","5","5","1.28996","11.6096","146.791","85.843","183.855","107.518","1","0","0","1","0","0.666667","4","4","0.666667","4","2","2","0","0","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L242","Assert()","junit.framework.Assert.<init>()V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","13","5","14","6","0","0","0","0","0","0","0","0","4.75489","1.5","12","5.24148","4","4","0.666667","8","148.728","86.9754","185.572","108.522","1","0","0","3","0","0.6","3","3","0.6","3","2","2","0","0","2","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L306","void assertTrue(String message, boolean condition)","junit.framework.Assert.assertTrue(Ljava/lang/String;Z)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","20","5","24","6","0","0","0","0","0","0","0","0","42.8086","9.16667","558.412","67.8115","16","14","31.0229","60.9177","123.098","71.9869","145.032","84.8139","2","1","1","5","1","0.444444","4","4","0.444444","4","5","5","2","2","5","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L315","void assertTrue(boolean condition)","junit.framework.Assert.assertTrue(Z)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","30","5","32","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","164.157","95.998","1","0","0","1","1","0.571429","4","4","0.571429","4","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L319","void assertFalse(String message, boolean condition)","junit.framework.Assert.assertFalse(Ljava/lang/String;Z)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","38","5","40","6","0","0","0","0","0","0","0","0","33.2842","7.5","376.421","52.1334","14","12","20.9123","50.1895","132.61","77.5499","161.776","94.6057","1","0","0","2","1","0.571429","4","4","0.571429","4","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L323","void assertFalse(boolean condition)","junit.framework.Assert.assertFalse(Z)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","46","5","48","6","0","0","0","0","0","0","0","0","24.4064","4.66667","170.526","30.751","11","10","9.47365","36.5412","134.261","78.515","164.157","95.998","1","0","0","1","1","0.571429","4","4","0.571429","4","3","3","1","1","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L313","void fail(String message)","junit.framework.Assert.fail(Ljava/lang/String;)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","53","5","58","6","0","0","0","0","0","0","0","0","58.0579","11.6667","1144.49","109.414","24","17","63.5828","98.0991","117.666","68.8108","133.252","77.9252","2","1","1","6","2","0.333333","3","3","0.333333","3","6","6","3","1","6","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L336","void fail()","junit.framework.Assert.fail()V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","63","5","65","6","0","0","0","0","0","0","0","0","17.5098","3","72","17.307","8","8","4","24","136.447","79.7933","165.708","96.9055","1","0","0","4","1","0.5","3","3","0.5","3","3","3","1","0","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L338","void assertEquals(String message, Object expected, Object actual)","junit.framework.Assert.assertEquals(Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Object;)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","71","5","79","6","0","0","0","0","0","0","0","0","83.6515","17.1429","3101.87","212.691","40","23","172.326","180.942","107.224","62.7043","117.371","68.638","5","1","1","8","1","0.307692","4","4","0.307692","4","9","9","5","3","9","9","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L347","void assertEquals(Object expected, Object actual)","junit.framework.Assert.assertEquals(Ljava/lang/Object;Ljava/lang/Object;)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","85","5","87","6","0","0","0","0","0","0","0","0","27.6515","5.25","254.268","40.1354","14","11","14.126","48.432","132.796","77.6583","162.043","94.7621","1","0","0","1","1","0.571429","4","4","0.571429","4","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L352","void assertEquals(String message, String expected, String actual)","junit.framework.Assert.assertEquals(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","92","5","101","6","0","0","0","0","0","0","0","0","119.658","20","5201.3","300.198","53","30","288.961","260.065","103.401","60.4686","107.956","63.1322","6","1","1","2","1","0.230769","3","3","0.230769","3","10","10","6","3","10","10","6","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L364","void assertEquals(String expected, String actual)","junit.framework.Assert.assertEquals(Ljava/lang/String;Ljava/lang/String;)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","106","5","108","6","0","0","0","0","0","0","0","0","27.6515","5.25","254.268","40.1354","14","11","14.126","48.432","132.796","77.6583","160.441","93.8253","1","0","0","1","1","0.5","3","3","0.5","3","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L369","void assertEquals(String message, double expected, double actual, double delta)","junit.framework.Assert.assertEquals(Ljava/lang/String;DDD)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","115","5","122","6","0","0","0","0","0","0","0","0","113.617","25.6667","6292.83","340.851","51","28","349.602","245.175","108.013","63.1654","121.416","71.0034","3","1","1","2","1","0.384615","5","5","0.384615","5","8","8","4","4","8","8","4","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L384","void assertEquals(double expected, double actual, double delta)","junit.framework.Assert.assertEquals(DDD)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","128","5","130","6","0","0","0","0","0","0","0","0","31.2611","5.6","341.288","48.8369","17","12","18.9605","60.9444","131.601","76.9595","160.319","93.7539","1","0","0","1","1","0.571429","4","4","0.571429","4","3","3","1","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L390","void assertEquals(String message, float expected, float actual, float delta)","junit.framework.Assert.assertEquals(Ljava/lang/String;FFF)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","137","5","144","6","0","0","0","0","0","0","0","0","113.617","25.6667","6292.83","340.851","51","28","349.602","245.175","108.013","63.1654","121.416","71.0034","3","1","1","2","1","0.384615","5","5","0.384615","5","8","8","4","4","8","8","4","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L405","void assertEquals(float expected, float actual, float delta)","junit.framework.Assert.assertEquals(FFF)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","150","5","152","6","0","0","0","0","0","0","0","0","31.2611","5.6","341.288","48.8369","17","12","18.9605","60.9444","131.601","76.9595","160.319","93.7539","1","0","0","1","1","0.571429","4","4","0.571429","4","3","3","1","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L411","void assertEquals(String message, long expected, long actual)","junit.framework.Assert.assertEquals(Ljava/lang/String;JJ)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","158","5","160","6","0","0","0","0","0","0","0","0","46.0537","9.625","902.492","93.389","24","15","50.1384","93.7654","129.36","75.6493","157.087","91.8638","1","0","0","2","1","0.571429","4","4","0.571429","4","3","3","1","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L421","void assertEquals(long expected, long actual)","junit.framework.Assert.assertEquals(JJ)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","165","5","167","6","0","0","0","0","0","0","0","0","27.6515","5.25","254.268","40.1354","14","11","14.126","48.432","132.796","77.6583","160.441","93.8253","1","0","0","1","1","0.5","3","3","0.5","3","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L426","void assertEquals(String message, boolean expected, boolean actual)","junit.framework.Assert.assertEquals(Ljava/lang/String;ZZ)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","173","5","175","6","0","0","0","0","0","0","0","0","46.0537","9.625","902.492","93.389","24","15","50.1384","93.7654","129.36","75.6493","157.087","91.8638","1","0","0","2","1","0.571429","4","4","0.571429","4","3","3","1","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L433","void assertEquals(boolean expected, boolean actual)","junit.framework.Assert.assertEquals(ZZ)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","180","5","182","6","0","0","0","0","0","0","0","0","27.6515","5.25","254.268","40.1354","14","11","14.126","48.432","132.796","77.6583","160.441","93.8253","1","0","0","1","1","0.5","3","3","0.5","3","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L438","void assertEquals(String message, byte expected, byte actual)","junit.framework.Assert.assertEquals(Ljava/lang/String;BB)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","188","5","190","6","0","0","0","0","0","0","0","0","46.0537","9.625","902.492","93.389","24","15","50.1384","93.7654","129.36","75.6493","157.087","91.8638","1","0","0","2","1","0.571429","4","4","0.571429","4","3","3","1","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L448","void assertEquals(byte expected, byte actual)","junit.framework.Assert.assertEquals(BB)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","195","5","197","6","0","0","0","0","0","0","0","0","27.6515","5.25","254.268","40.1354","14","11","14.126","48.432","132.796","77.6583","160.441","93.8253","1","0","0","1","1","0.5","3","3","0.5","3","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L453","void assertEquals(String message, char expected, char actual)","junit.framework.Assert.assertEquals(Ljava/lang/String;CC)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","203","5","205","6","0","0","0","0","0","0","0","0","46.0537","9.625","902.492","93.389","24","15","50.1384","93.7654","129.36","75.6493","157.087","91.8638","1","0","0","2","1","0.571429","4","4","0.571429","4","3","3","1","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L463","void assertEquals(char expected, char actual)","junit.framework.Assert.assertEquals(CC)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","210","5","212","6","0","0","0","0","0","0","0","0","27.6515","5.25","254.268","40.1354","14","11","14.126","48.432","132.796","77.6583","160.441","93.8253","1","0","0","1","1","0.5","3","3","0.5","3","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L468","void assertEquals(String message, short expected, short actual)","junit.framework.Assert.assertEquals(Ljava/lang/String;SS)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","218","5","220","6","0","0","0","0","0","0","0","0","46.0537","9.625","902.492","93.389","24","15","50.1384","93.7654","129.36","75.6493","157.087","91.8638","1","0","0","2","1","0.571429","4","4","0.571429","4","3","3","1","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L478","void assertEquals(short expected, short actual)","junit.framework.Assert.assertEquals(SS)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","225","5","227","6","0","0","0","0","0","0","0","0","27.6515","5.25","254.268","40.1354","14","11","14.126","48.432","132.796","77.6583","160.441","93.8253","1","0","0","1","1","0.5","3","3","0.5","3","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L483","void assertEquals(String message, int expected, int actual)","junit.framework.Assert.assertEquals(Ljava/lang/String;II)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","233","5","235","6","0","0","0","0","0","0","0","0","46.0537","9.625","902.492","93.389","24","15","50.1384","93.7654","129.36","75.6493","157.087","91.8638","1","0","0","2","1","0.571429","4","4","0.571429","4","3","3","1","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L490","void assertEquals(int expected, int actual)","junit.framework.Assert.assertEquals(II)V","L234","L103","C:\Users\Deyan\Downloads\junit4-r4.13.2\src\main\java\junit\framework\Assert.java","240","5","242","6","0","0","0","0","0","0","0","0","27.6515","5.25","254.268","40.1354","14","11","14.126","48.432","132.796","77.6583","160.441","93.8253","1","0","0","1","1","0.5","3","3","0.5","3","3","3","1","2","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
